x,y,light
5.873611112636897,-9.826017674927346,36.9
5.873194301473658,-9.826163013655151,36.9
5.872206501584613,-9.826581083468461,36.6
5.871254615648983,-9.826980337170323,36.9
5.8703370951029195,-9.827360216146378,36.9
5.869450920600463,-9.827721378005938,36.9
5.868595752730365,-9.828064049023167,36.9
5.867769859081006,-9.828388900949513,36.6
5.866972369911048,-9.828697185363975,36.9
5.866202839743219,-9.828989022474705,36.9
5.86546000285638,-9.829265550723626,36.6
5.864743343062579,-9.829527526714987,36.9
5.864051516858934,-9.829776011108963,36.9
5.863384135336714,-9.830009625047332,36.6
5.8627395297239175,-9.830229386763857,37.2
5.862117063624439,-9.830436922604134,36.9
5.861514594504731,-9.830632211354963,36.9
5.860931832451018,-9.83081524594527,37.2
5.860369364361922,-9.830987744644544,36.9
5.859826412419989,-9.831148788213957,37.2
5.859296046978758,-9.83129837665352,37.2
5.8587907767571945,-9.831436573602833,37.2
5.857936874608234,-9.832050907974327,37.2
5.857111836558079,-9.832641780542824,36.9
5.85631594544945,-9.83321060552188,36.9
5.855547214312281,-9.833757375840433,37.2
5.854804151151272,-9.83428300366623,36.9
5.8540864872658425,-9.834788068826827,36.9
5.8533928367267025,-9.835274296662773,36.9
5.852724281407227,-9.83574036488439,37.2
5.852079647510156,-9.836186938172048,36.9
5.851456863212627,-9.836616187343568,36.9
5.850853800123224,-9.837027822485169,37.2
5.850272091658613,-9.83741980005825,36.9
5.849712190367133,-9.837801906420669,37.2
5.849172399192512,-9.838173858729707,37.2
5.848651473626813,-9.838533422527941,36.9
5.8481462741159245,-9.838869397243954,36.9
5.847657946172837,-9.839180665649033,37.2
5.847184552324969,-9.83947716966452,37.2
5.846724360160704,-9.839757601142871,37.2
5.84628165474714,-9.840033457640345,36.9
5.8455344903667985,-9.840383722984408,36.6
5.8448100170430655,-9.840722172574155,36.9
5.844112201644985,-9.84103891398572,36.9
5.843436822745069,-9.84132930152755,36.9
5.842779482139143,-9.841591482579878,37.2
5.842146409437946,-9.84183423233786,37.2
5.841533453924675,-9.842068815012517,37.2
5.840944660250117,-9.842302245103122,36.9
5.8403783949976065,-9.842532747771655,36.9
5.83983745831,-9.84276255747554,36.9
5.839323985649772,-9.842986455766734,36.9
5.838825906704173,-9.843195625023677,36.9
5.838338038380494,-9.843388983372993,36.9
5.8378666951422895,-9.843562662940588,36.9
5.837414627634941,-9.84371078766911,36.9
5.8369782437560005,-9.843838675001555,36.9
5.836549906752229,-9.843962446972535,37.2
5.836135612889132,-9.844085271420425,37.2
5.835734789410216,-9.844195403301597,37.2
5.835345442274359,-9.844305273553257,36.9
5.834486852007439,-9.844738425954208,36.9
5.833658030936006,-9.845151567233254,36.9
5.832855839505954,-9.845541133572212,36.6
5.832089335755149,-9.845918445750653,36.9
5.831350126326096,-9.84626351385987,36.9
5.830628580424437,-9.846584243353682,37.2
5.829933628808819,-9.846895363266338,36.9
5.829254261826658,-9.847181197040497,37.2
5.82859020370631,-9.847468338962202,37.2
5.82795672088318,-9.84775197363427,37.2
5.827323061283357,-9.848033734473368,36.9
5.826728405693582,-9.848314759921417,36.9
5.826148012447583,-9.848574126688757,36.6
5.825598760184229,-9.848821076661018,36.9
5.8250647036456025,-9.849034431990106,36.9
5.824543290176223,-9.849231156167699,37.2
5.824050259973041,-9.849399695068996,37.2
5.823558304572166,-9.84955007546815,36.9
5.823088050278406,-9.849694721231309,37.2
5.822637001004822,-9.84983396469866,37.2
5.821694901427044,-9.850072167760038,37.2
5.820781991217194,-9.850308588912327,37.5
5.819895703577655,-9.850566965730174,36.9
5.819028903801005,-9.850805232431163,37.2
5.818178544257017,-9.851042685959353,36.9
5.817367867545592,-9.851265657940665,36.9
5.816582342622371,-9.851462021493798,36.9
5.815816065145734,-9.851634781822579,36.9
5.81506635518098,-9.851786350161127,36.6
5.81435137830132,-9.851924709745003,37.2
5.813662719936055,-9.852048941335388,37.2
5.813000804349254,-9.852179975293009,37.2
5.812352323791295,-9.852291634524827,37.2
5.811713771012546,-9.852422555345363,36.9
5.811101869088377,-9.852530063860375,37.2
5.8105014364362,-9.852640556366005,36.6
5.809903365520672,-9.852734884410614,36.6
5.80932362988398,-9.85281601077162,36.9
5.808766465095745,-9.852886756805077,36.6
5.808214158131096,-9.852944824413948,36.9
5.807104919723449,-9.853394756458817,36.9
5.806016286407404,-9.853827816935887,37.2
5.8049747393319215,-9.854246728206265,37.2
5.803953295302226,-9.85464557885726,37.2
5.802974397887555,-9.855038044334025,37.2
5.802011488157207,-9.855408172307568,36.9
5.80107506664688,-9.855773110117338,36.9
5.800161428117045,-9.856103696679678,36.9
5.799277813341139,-9.856435739881988,36.9
5.7984291296402235,-9.856734690486936,36.9
5.797601263162946,-9.857036214960571,36.9
5.796796752422652,-9.857314284702271,37.2
5.796002968492226,-9.857591343281278,37.5
5.795234675761263,-9.857865043103072,37.2
5.794466135542926,-9.858135667010368,36.9
5.793717196324565,-9.858395203483335,37.2
5.792980977957197,-9.858638469429266,36.9
5.7922792239743455,-9.858861893958917,36.9
5.791594935528986,-9.859073085541254,36.6
5.790939256623996,-9.859258863705875,36.9
5.79028676677059,-9.859423082184739,36.9
5.7892228256233444,-9.859656257716901,36.9
5.7881662313155555,-9.85987245561525,36.9
5.7871528553742335,-9.86008803125963,37.2
5.786153982192994,-9.860287986915214,37.2
5.785186292420805,-9.860497064248275,37.2
5.784237213699098,-9.860696185517858,37.2
5.783318095091707,-9.860904619383748,36.9
5.782431630675473,-9.86109281585356,36.9
5.781568203798168,-9.861279301124963,36.9
5.7807345744006255,-9.861439298176343,36.9
5.779916508423335,-9.861585160163164,36.9
5.779125305432661,-9.86170471070666,36.9
5.7783475940393725,-9.861821347970217,37.2
5.777587836087259,-9.861921431864026,37.2
5.7768430405146365,-9.862022477423057,37.2
5.776116884276764,-9.862114302309662,37.2
5.7754070480634025,-9.862206749450234,37.2
5.774724272826556,-9.862290902228263,37.2
5.774058072172661,-9.862375931818702,36.9
5.773417200083669,-9.862449944685487,36.9
5.772430892189931,-9.862914478485388,36.9
5.771477379908704,-9.863361037630911,36.9
5.770538660301341,-9.863788448324799,36.9
5.7696286138739525,-9.8641943276172,36.9
5.768732815648207,-9.864580938249814,37.2
5.767864085470044,-9.864956857427897,37.2
5.767008818604994,-9.865320218389545,36.9
5.766177154964303,-9.86568045393922,36.9
5.765367432847031,-9.866013982065772,37.2
5.764581780644589,-9.866347397055236,36.9
5.763810914044943,-9.866647938650443,36.6
5.763062229385023,-9.866952277409066,36.9
5.762327156530642,-9.867223558925668,36.9
5.761614449463747,-9.867499669981587,36.6
5.760917836147193,-9.867753549600303,37.2
5.760242832013873,-9.868013057789,37.2
5.759579671919138,-9.86824905467722,37.2
5.758925873918183,-9.868475604618846,37.2
5.758285609941022,-9.868679484717065,37.2
5.757497546504459,-9.869087845954265,37.2
5.756728002194492,-9.869488563367165,36.9
5.755975202173106,-9.86987759937604,36.9
5.755243318370307,-9.870267328349557,36.9
5.754530611303414,-9.870644272832472,36.9
5.753839258861311,-9.871014570511644,36.9
5.753168483226543,-9.871377302148257,36.9
5.752516665124578,-9.871729575675575,37.2
5.751881223615664,-9.872073618479963,37.2
5.7512628728776525,-9.872395719760927,37.2
5.750651197227654,-9.87270186871291,37.2
5.75005957512597,-9.872983806328707,36.9
5.749480985002266,-9.873251057336654,36.9
5.748921274629617,-9.873505933975935,36.9
5.748356112463687,-9.873748146332762,36.9
5.747826036936237,-9.873991079938506,36.6
5.7472999919174415,-9.874221497754224,36.9
5.746791652852446,-9.874458873500668,36.9
5.746282896594451,-9.874671931844906,37.2
5.745784845933122,-9.874891735987838,37.2
5.745291059125684,-9.875084691286288,36.9
5.744385658389849,-9.875579644819917,36.9
5.743506010482984,-9.876041237055608,37.2
5.742654116517281,-9.876498339163238,36.9
5.741825613643901,-9.876925233669176,36.6
5.741026526412617,-9.87735043111884,36.9
5.740242705616741,-9.87775695387841,36.9
5.739475431119543,-9.878158526890514,36.9
5.738714987273851,-9.878549677148664,36.9
5.737966790517611,-9.87892351743281,36.9
5.737227312387981,-9.879289954308955,36.9
5.736509471725856,-9.87963164244776,37.5
5.7358006678883955,-9.879962851264066,37.2
5.735113211604657,-9.880270435642817,37.2
5.734444097670823,-9.880573593533114,37.2
5.733787244968577,-9.880864263917656,37.2
5.733140044273892,-9.881156808135168,36.9
5.732505380582438,-9.881436716354502,37.2
5.731886895494138,-9.881716681142379,36.6
5.731270029680366,-9.881981153220677,36.9
5.730258789201522,-9.882358670460086,36.9
5.729269362966882,-9.88270963583986,36.9
5.728310964577795,-9.883046515652552,37.2
5.727368659939051,-9.883358901286343,37.2
5.726459702456107,-9.883670551529084,37.2
5.725567411479995,-9.883959977405691,37.2
5.724708757573465,-9.88425631171555,37.2
5.723867392427734,-9.884527084115271,37.2
5.723046844505641,-9.884806935766061,36.9
5.722241216536633,-9.885058432434924,36.6
5.721454135978496,-9.885320132654643,36.9
5.72068361586117,-9.885561199498484,36.9
5.719924310457397,-9.885814188162659,36.9
5.719179232042061,-9.886060332033189,36.9
5.71844483093912,-9.886300606917436,37.2
5.717723200184648,-9.886538944329104,37.5
5.717016545951802,-9.88676015561453,37.2
5.71632193374744,-9.886978842528746,37.2
5.715640035323002,-9.887172766563486,36.9
5.714975517583246,-9.887359463966924,36.9
5.714330211934735,-9.887516158829634,36.9
5.713450125621667,-9.887793464896012,36.9
5.71258489562207,-9.88805493884156,36.9
5.711738856500517,-9.888318633102399,37.2
5.710908324230673,-9.888580015124067,37.2
5.710090767370267,-9.888847301487353,37.2
5.709274737860506,-9.889121913476895,37.2
5.708482354001508,-9.889401503498178,36.9
5.707710405528488,-9.889666597830445,36.9
5.7069569903242,-9.889934810503615,36.9
5.706221076012748,-9.890164379791196,36.9
5.7054971259480345,-9.890387245706492,36.9
5.704801714713008,-9.890565252767587,36.9
5.704125268081853,-9.890746526662012,37.2
5.70346297065739,-9.89089231086709,37.2
5.702803968350528,-9.891053128162334,37.2
5.70215306241631,-9.89118909065422,37.2
5.701504291944573,-9.89134090648014,37.2
5.700856362929905,-9.891470087817995,37.5
5.700212747266599,-9.89163087682897,36.9
5.699570241760942,-9.891781320867734,36.6
5.698891306113918,-9.892101668523884,37.2
5.698223005352882,-9.892394184457126,36.9
5.697576589546726,-9.892684967978752,36.9
5.696948028186794,-9.892936188875971,37.2
5.696337186922797,-9.893174582856181,37.2
5.695746066866929,-9.893382352041698,37.2
5.695162293650517,-9.893585730094102,37.2
5.694595087945989,-9.89378389676953,37.2
5.69402804487602,-9.893993822630728,37.2
5.693473425672197,-9.894204010121436,36.9
5.692912096025019,-9.894419366562714,36.6
5.692350292616298,-9.894636370562793,37.2
5.691808783172196,-9.894837747503008,37.5
5.6912736871866025,-9.895039315362052,36.9
5.690750484737068,-9.895214451569615,36.9
5.690232118897914,-9.89539230306722,36.9
5.6897352066785025,-9.895546777614639,37.2
5.689237191372513,-9.89570269465989,37.2
5.688769822074421,-9.895833679120036,37.2
5.68829637165801,-9.895970179013078,37.2
5.687787961882336,-9.896221060499043,37.5
5.6872702395103545,-9.896463195074125,37.2
5.686767182533016,-9.89670599432958,36.9
5.6862521400957355,-9.896947838990881,36.6
5.685760234192334,-9.897193162617546,36.9
5.6852687737662055,-9.897425779535354,37.2
5.684797543665089,-9.897641857225548,37.2
5.684335095830192,-9.897837725803937,37.2
5.683895027924921,-9.898009163843035,37.2
5.683464944367399,-9.898173615667137,37.2
5.683044449177832,-9.898320502958791,37.2
5.682623027678379,-9.898466746783278,37.2
5.682201507183979,-9.898591678409378,36.9
5.681774541967362,-9.898728418718722,36.9
5.6813485101316985,-9.898851667430684,36.9
5.680920349904622,-9.898975616178356,36.9
5.680496693947743,-9.899090209903315,36.6
5.680080045419063,-9.899213366691395,37.2
5.679674873233443,-9.89932820083266,36.9
5.679292575952195,-9.899443706725368,37.2
5.678719105281585,-9.899680014740571,37.2
5.678176634172263,-9.899899804741366,37.2
5.677625805060784,-9.900097236025744,37.2
5.6771012732505,-9.900290276177008,37.2
5.676566148980635,-9.900466359907657,36.9
5.676053447066799,-9.900658360611954,36.9
5.675527055565681,-9.90084331853271,36.9
5.675029068543963,-9.901040841740965,37.2
5.6745200365143225,-9.9012182689745,37.2
5.674040222136881,-9.901397053853055,37.2
5.6735500345029575,-9.901551889024933,37.2
5.673094198116466,-9.901696810559736,37.2
5.672627634920103,-9.901813186193785,37.2
5.672192382412013,-9.90191971890144,37.2
5.671738151157914,-9.902018020886159,36.9
5.671306052346066,-9.902116393581558,36.9
5.670853376726886,-9.90221087718966,36.6
5.6704214617628015,-9.902312686424015,36.9
5.6699712893016265,-9.902414057252166,36.9
5.6695506244064315,-9.902530934932027,36.9
5.669085913829836,-9.902548329758845,36.9
5.66865119165183,-9.902578742421506,37.2
5.668214949194245,-9.902588118657421,37.2
5.66778077148846,-9.902600125330567,36.6
5.667355093206185,-9.90258428613867,36.9
5.666942948947705,-9.902568404520363,36.9
5.6665346018526375,-9.90254698625596,36.6
5.666128135661608,-9.90253480280612,36.9
5.6657255797710775,-9.9025235598083,36.9
5.665327308947642,-9.902515753349437,36.6
5.664938626492159,-9.902512726932413,36.6
5.664555692814808,-9.902503428478239,37.2
5.664192925822856,-9.902499023202992,37.2
5.663842844326557,-9.902482837528773,36.9
5.663504684650592,-9.902466411438244,36.9
5.663176268906068,-9.902439788867934,36.9
5.662849444151805,-9.902411363175329,36.9
5.662524104321781,-9.902367876108286,37.2
5.662185046620201,-9.902307842742564,37.2
5.661848994122443,-9.902228470006374,37.2
5.661336893249371,-9.902353896607224,36.9
5.6608402709437415,-9.902469770195454,37.2
5.660364692135919,-9.902578968695673,37.2
5.6598893183890615,-9.902701100178922,36.9
5.659419325724812,-9.902815460558642,36.9
5.658950733131987,-9.902944514617275,36.6
5.658484933610948,-9.903071977685652,36.9
5.658018844176129,-9.903189958452094,36.6
5.657560391494545,-9.903302565206998,36.6
5.6571076663778905,-9.903386251294553,37.2
5.656668963188708,-9.90346345321292,36.6
5.656270473162171,-9.903537027673503,37.2
5.655871749790394,-9.903612490109193,36.9
5.655474023439181,-9.903660099608768,37.2
5.655091811010746,-9.903685039264941,37.2
5.654694346289041,-9.903713677089579,36.9
5.6542943359829225,-9.903703282619897,36.9
5.65391751877923,-9.903695857998693,36.9
5.653541974367742,-9.903684756422228,36.6
5.65317387579066,-9.90365776615639,36.9
5.652681496125715,-9.90373885009099,36.9
5.652209360927917,-9.903793226602463,36.6
5.6517473797834965,-9.903843332188979,36.6
5.6513028005369605,-9.903895566166904,36.6
5.650873551365442,-9.903898500660047,36.9
5.650434819891988,-9.90393452067948,36.9
5.649989568894009,-9.903960627061842,36.9
5.649539014595173,-9.904005471773903,36.6
5.649126035950689,-9.904018312833049,36.6
5.648733082570248,-9.904052310527089,36.9
5.648353295518072,-9.9040519569737,36.9
5.647995944964065,-9.904083939413411,36.9
5.647701717832413,-9.904077363320349,36.9
5.647388907934552,-9.904103116149319,36.6
5.6471260409886455,-9.904140769585416,36.9
5.646876107025768,-9.90414214137257,36.9
5.646653198684065,-9.904211126710145,36.9
5.646440925228354,-9.90424888621226,36.9
5.646233742941467,-9.90434618410535,36.9
5.646092321585228,-9.904383377922041,36.9
5.64584946576123,-9.904675236245977,36.9
5.645637001386687,-9.904888591575062,36.9
5.645454617334615,-9.905115480927945,36.9
5.6452772749538935,-9.905341755097924,36.9
5.645123245883747,-9.905527137282746,36.9
5.644936668688464,-9.90573003450254,36.9
5.644843167958786,-9.905887132416117,36.9
5.644780313237008,-9.90608237166947,36.9
5.644705048791218,-9.906258271552357,36.9
5.644701470830905,-9.90640106469575,36.9
5.6447075236649535,-9.906589692500699,36.6
5.644752036036827,-9.906716512101907,36.6
5.644814629129099,-9.906903838830377,36.9
5.644892502798912,-9.907070949375976,36.9
5.644987113686233,-9.907192430320984,37.2
5.64510508031054,-9.907350843453171,36.9
5.6453162718928755,-9.907482556233305,36.6
5.645477174040935,-9.90763610447084,36.9
5.64564400174382,-9.907725574691863,36.9
5.645819788489623,-9.907842671574826,36.9
5.645696469066984,-9.908043489900685,36.9
5.645590926308824,-9.908211880309556,36.9
5.645464092565484,-9.908379344408543,36.9
5.645371461577149,-9.90847947072876,36.9
5.645316731512283,-9.908587940908994,37.2
5.64533496779617,-9.908660200150964,36.9
5.645323328818553,-9.908715877738913,36.9
5.645348855373354,-9.908717362663154,36.9
5.645412388917643,-9.908745540868384,36.9
5.645492200060037,-9.908763268035388,36.9
5.64558671195241,-9.908743935735991,36.9
5.645711332451525,-9.908705638832721,36.9
5.645855264036837,-9.90862909452366,36.9
5.646057567286934,-9.908533847240232,37.2
5.6463034353858195,-9.908398867626772,36.9
5.646561366726394,-9.908255020894275,36.9
5.646848197521113,-9.908084777865637,36.9
5.647137170849382,-9.907881604874198,36.9
5.647432246509171,-9.907644229127754,37.2
5.647755648866614,-9.907374793159851,37.2
5.647877384370062,-9.907282416729958,36.9
5.648063982778549,-9.907142473226893,36.9
5.648316738097485,-9.906981995342901,37.2
5.648621175851057,-9.906768830932645,36.9
5.648951932119024,-9.90653743730957,36.9
5.649332829328848,-9.906252239931515,36.9
5.649741452195559,-9.90592179479053,36.9
5.650189651828814,-9.905518779280593,36.9
5.65068848737867,-9.905061465040928,36.9
5.6512325989757235,-9.904580696069333,36.9
5.6518264979612445,-9.904024132321858,36.9
5.6524759401844245,-9.903418177165722,37.2
5.653175353643831,-9.902763198296444,37.2
5.653915065118698,-9.902037643099337,36.9
5.654696396898705,-9.901280451944839,37.2
5.6555517132612305,-9.900446631628462,36.9
5.656446910446212,-9.899539413628201,36.9
5.657388727181278,-9.89855563717674,36.9
5.658410991454838,-9.897508341323125,36.9
5.659397454912067,-9.896385505252075,36.9
5.6604357846517,-9.895204792490985,37.2
5.661523901779793,-9.893957901606242,37.2
5.6626576414374075,-9.892666547847103,37.2
5.663853783268463,-9.891303245972974,37.2
5.665125691591122,-9.88989620954443,37.2
5.66642274463092,-9.8884355461376,37.2
5.667756447015187,-9.88690560747942,36.9
5.669135503228399,-9.885282005457002,37.2
5.670591634080761,-9.883550498939774,36.9
5.672073687467723,-9.881793861847543,37.2
5.6736240402986775,-9.879978103557338,37.2
5.6752408894513335,-9.878124755470646,37.2
5.676936227456703,-9.876221344223845,37.2
5.678719373982161,-9.87427605811346,36.9
5.680498949618373,-9.872317443040252,37.2
5.682342009301401,-9.870314973204474,36.9
5.6842359948148085,-9.868261181558518,36.9
5.6861685176477925,-9.86616192294653,36.9
5.688137088784479,-9.86396521087796,36.9
5.690166584241435,-9.861731983815211,37.2
5.692339410242935,-9.859465593444423,37.2
5.694304558982803,-9.857433750392953,36.9
5.696305614605017,-9.85536696212436,36.9
5.698352674594417,-9.853237000935934,37.2
5.700459195193047,-9.851081506121641,37.2
5.7026288109297605,-9.848860554432612,37.2
5.704833195106907,-9.846600832078769,36.9
5.707095908522432,-9.844305535182768,37.2
5.709408006275556,-9.841991316109299,37.2
5.711779854551691,-9.839606457068394,37.2
5.714173573640567,-9.83721433604084,36.9
5.716634043609586,-9.834789829522713,37.2
5.719171220522231,-9.832304568389944,36.9
5.721740386945655,-9.829775777763725,36.9
5.724362819722904,-9.827198005850775,36.9
5.7270116417252295,-9.824574498271216,37.2
5.729727320673716,-9.821904710552829,37.2
5.73247677104207,-9.81920562032943,37.2
5.735283291998735,-9.8164538577219,37.2
5.737574388680458,-9.813425390088756,37.2
5.7398408709751285,-9.810438493263277,37.2
5.742197466957993,-9.80743818969323,36.9
5.744616351977211,-9.804399624575248,36.9
5.747068442730875,-9.801317049131208,36.9
5.749624874161168,-9.79814789553288,37.2
5.7522353921891565,-9.794944581605952,37.2
5.754900428149974,-9.79169070954417,37.2
5.757649602746684,-9.788334158506691,37.2
5.76044410288807,-9.784969617162584,37.2
5.7632834618836535,-9.781585446534232,36.9
5.766213026491312,-9.778113149187742,37.2
5.769192470411317,-9.774636566774156,36.9
5.772189047528628,-9.771142045061532,37.2
5.7752611153659,-9.767534782243716,37.2
5.778394545929644,-9.763906857765752,37.2
5.781569313955816,-9.760259600988395,37.2
5.7848203222351335,-9.756525384219083,36.9
5.788126315137759,-9.752752106871178,37.2
5.791455303152906,-9.748949498733992,37.2
5.794916576704679,-9.744848123839619,37.2
5.798454656195024,-9.740686941853692,37.2
5.802042261444324,-9.736539081759524,37.2
5.805675531649551,-9.732355286498734,37.2
5.8093682271086715,-9.72807478731455,37.2
5.813111763545358,-9.723758579237915,37.2
5.816939077993478,-9.719387980507674,36.9
5.820712510904874,-9.715050898638857,37.2
5.824536261534819,-9.710640249380528,37.2
5.828409156086054,-9.706203507881975,37.2
5.832328090359815,-9.701734600095943,36.9
5.836308394431113,-9.697169801559316,37.2
5.84035547059576,-9.692509281977719,37.2
5.844437796033448,-9.687843140897211,37.2
5.848543052944051,-9.683177586715333,37.2
5.852686790605686,-9.678442325946964,37.2
5.856869023160489,-9.673622523491836,37.2
5.861092960873247,-9.668775695415532,37.2
5.86536402725297,-9.663936539447802,37.2
5.869684930518631,-9.659054023692253,37.2
5.8740535210656155,-9.654095592952675,36.9
5.877563747619849,-9.64925432273567,37.2
