sim_time,x,y,z
400.32,-0.3383753333333333,0.015703966666666666,0.028459676666666666
400.42,-0.338374,0.015704766666666665,0.02845244666666667
400.52,-0.33837866666666666,0.015702866666666666,0.028460453333333333
400.62,-0.33837633333333333,0.015700966666666667,0.028453696666666667
400.72,-0.33837566666666663,0.0157043,0.02845576333333333
400.82,-0.3383753333333333,0.015704333333333334,0.028455386666666665
400.92,-0.33837500000000004,0.01570176666666667,0.02845354
401.02,-0.33837633333333333,0.0157035,0.028458546666666668
401.12,-0.33837999999999996,0.015698733333333333,0.028452226666666667
401.22,-0.338381,0.015700633333333335,0.02845932
401.32,-0.33837633333333333,0.015701,0.028451889999999997
401.42,-0.33838033333333334,0.01570653333333333,0.02845721333333333
401.52,-0.33837933333333337,0.0157051,0.028446903333333332
401.62,-0.33838133333333337,0.015702866666666666,0.028458486666666668
401.72,-0.33838300000000004,0.015703666666666668,0.02844962333333333
401.82,-0.3383753333333333,0.015705,0.028448193333333333
401.92,-0.33838033333333334,0.015700166666666664,0.028454076666666665
402.02,-0.33838433333333334,0.015699366666666666,0.02845548666666667
402.12,-0.33837999999999996,0.015703966666666666,0.02845505
402.22,-0.338386,0.015706033333333334,0.028456776666666666
402.32,-0.33838666666666667,0.015703966666666666,0.02845628
402.42,-0.33837999999999996,0.015707000000000002,0.028448113333333334
402.52,-0.33838866666666667,0.015705566666666667,0.028456043333333333
402.62,-0.3383853333333333,0.015700966666666667,0.02844597
402.72,-0.338385,0.015705566666666667,0.028455643333333332
402.82,-0.33839400000000003,0.0157019,0.02845693666666667
402.92,-0.338381,0.015705733333333333,0.02845195
403.02,-0.3383833333333333,0.0157027,0.02845397666666667
403.12,-0.33837999999999996,0.015702999999999998,0.02844759666666667
403.22,-0.3383833333333333,0.0157051,0.028455643333333332
403.32,-0.33837566666666663,0.015703033333333335,0.028454869999999997
403.42,-0.33838066666666666,0.015702866666666666,0.02845876333333333
403.52,-0.33837933333333337,0.015704333333333334,0.028452923333333335
403.62,-0.33838799999999997,0.015700633333333335,0.028466553333333335
403.72,-0.3383876666666667,0.015702233333333333,0.02846079
403.82,-0.33838233333333334,0.015703666666666668,0.028467823333333333
403.92,-0.3383853333333333,0.015702999999999998,0.028460293333333334
404.02,-0.338381,0.015706366666666666,0.028461466666666668
404.12,-0.3383893333333334,0.015706033333333334,0.028460593333333336
404.22,-0.3383863333333333,0.015706366666666666,0.028451729999999998
404.32,-0.3383933333333333,0.0157019,0.028467426666666667
404.42,-0.338381,0.015702999999999998,0.028452406666666666
404.52,-0.3383913333333333,0.015706666666666667,0.028466553333333335
404.62,-0.3383873333333333,0.015704933333333334,0.028454233333333332
404.72,-0.3383846666666666,0.0157062,0.028466116666666666
404.82,-0.338382,0.015707000000000002,0.028458346666666665
404.92,-0.3383856666666667,0.015705733333333333,0.028459460000000002
405.02,-0.3383856666666667,0.015706833333333333,0.02846864
405.12,-0.33837866666666666,0.015707966666666667,0.028452346666666666
405.22,-0.3383873333333333,0.015707166666666664,0.02846524
405.32,-0.3383906666666667,0.015707633333333335,0.028458943333333334
405.42,-0.33839400000000003,0.015705733333333333,0.028464823333333333
405.52,-0.33838833333333335,0.0157078,0.02845652
405.62,-0.33839100000000005,0.01570826666666667,0.028458606666666667
405.72,-0.33838833333333335,0.015709066666666667,0.02846403
405.82,-0.3383893333333334,0.015704933333333334,0.028453676666666667
405.92,-0.33838866666666667,0.0157081,0.028460513333333336
406.02,-0.3383873333333333,0.0157086,0.02844938666666667
406.12,-0.33838666666666667,0.015704133333333332,0.028451809999999998
406.22,-0.33839033333333335,0.015703666666666668,0.02845354
406.32,-0.338389,0.015707633333333335,0.02845294333333333
406.42,-0.33839100000000005,0.015702999999999998,0.028451593333333334
406.52,-0.33838999999999997,0.015707633333333335,0.02845195
406.62,-0.3383913333333333,0.0157043,0.028454593333333333
406.72,-0.33839366666666665,0.015706666666666667,0.028451630000000002
406.82,-0.3383893333333334,0.015707466666666666,0.02845628
406.92,-0.3383846666666666,0.015705399999999998,0.028445073333333334
407.02,-0.33839400000000003,0.015706833333333333,0.02844563
407.12,-0.33838833333333335,0.0157078,0.02845024
407.22,-0.33839366666666665,0.015707966666666667,0.02845288333333333
407.32,-0.33839400000000003,0.015707000000000002,0.028452106666666668
407.42,-0.338392,0.015707633333333335,0.028452983333333334
407.52,-0.3383863333333333,0.0157086,0.028453500000000003
407.62,-0.33838966666666664,0.015706666666666667,0.02845302333333333
407.72,-0.33838799999999997,0.015706833333333333,0.028456836666666666
407.82,-0.3383876666666667,0.01570826666666667,0.02845302333333333
407.92,-0.33838833333333335,0.015707633333333335,0.028455186666666663
408.02,-0.33839166666666665,0.015710333333333333,0.02845781
408.12,-0.33838999999999997,0.015707466666666666,0.028451729999999998
408.22,-0.33838366666666664,0.015709866666666666,0.028449346666666667
408.32,-0.3383913333333333,0.0157151,0.028463056666666667
408.42,-0.3393933333333334,0.016547666666666665,0.028543959999999997
408.52,-0.33959,0.017373066666666666,0.028556853333333337
408.62,-0.3394356666666667,0.017266733333333333,0.028634220000000002
408.72,-0.33868666666666664,0.017806033333333336,0.028668990000000002
408.82,-0.3366373333333333,0.021141499999999997,0.02851048
